year,population,life_exp,gdp_cap,continent_Americas,continent_Asia,continent_Europe,continent_Oceania,country
-1.593255013631383,-0.19953386690987795,-2.3753339478880013,-0.6530865583488108,False,True,False,False,Afghanistan
-1.3035722838802226,-0.19184870687985064,-2.2567741662215153,-0.6488846753553072,False,True,False,False,Afghanistan
-1.013889554129062,-0.1821796171170224,-2.127837499680236,-0.645612314648481,False,True,False,False,Afghanistan
-0.7242068243779014,-0.17020447334642724,-1.9711775138465966,-0.647327618927028,False,True,False,False,Afghanistan
-0.43452409462674085,-0.15567944447161358,-1.8110327532415722,-0.6570912223827506,False,True,False,False,Afghanistan
-0.14484136487558028,-0.13870999872547482,-1.6290500707358622,-0.6524099127788078,False,True,False,False,Afghanistan
0.14484136487558028,-0.15754178373919014,-1.5193958245962518,-0.6329368925494033,False,True,False,False,Afghanistan
0.43452409462674085,-0.14824967718565338,-1.4444344472917718,-0.6456838312946215,False,True,False,False,Afghanistan
0.7242068243779014,-0.12516441195448544,-1.3784560449535317,-0.6662889638564458,False,True,False,False,Afghanistan
1.013889554129062,-0.0694810482920008,-1.371563934850124,-0.6677096302102934,False,True,False,False,Afghanistan
1.3035722838802226,-0.040826724916094306,-1.3432211000428518,-0.6584354781132721,False,True,False,False,Afghanistan
1.593255013631383,0.021565824224608426,-1.2116514925631914,-0.6332850663712369,False,True,False,False,Afghanistan
-1.593255013631383,-0.26683675238480264,-0.32868700493336056,-0.5697129037097675,False,False,True,False,Albania
-1.3035722838802226,-0.265010558577905,-0.015057275508626213,-0.5350864921715328,False,False,True,False,Albania
-1.013889554129062,-0.2626395068152467,0.41395721856866363,-0.4974790646351886,False,False,True,False,Albania
-0.7242068243779014,-0.2602280222653692,0.5223724336784487,-0.452088108866001,False,False,True,False,Albania
-0.43452409462674085,-0.25759443535530846,0.6362084095437224,-0.3959491069106647,False,False,True,False,Albania
-0.14484136487558028,-0.25528122009881477,0.7322333143552466,-0.3736668655185041,False,False,True,False,Albania
0.14484136487558028,-0.25272720785388264,0.8476180790078027,-0.36373473304493176,False,False,True,False,Albania
0.43452409462674085,-0.2499454019405687,0.9699723932031309,-0.35277006342377415,False,False,True,False,Albania
0.7242068243779014,-0.24757863750445083,0.9375252681095598,-0.47875180419137947,False,False,True,False,Albania
